"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",-0.7637,"1","6","0","1-2 Year","Yes","medium","157",38,"0"
"Male",-16.7637,"1","8","1","< 1 Year","No","high","152",140,"0"
"Female",-7.7637,"1","28","0","1-2 Year","Yes","medium","156",38,"1"
"Male",3.2363,"1","39","1","1-2 Year","No","medium","26",34,"0"
"Male",-12.7637,"1","50","0","1-2 Year","Yes","low","156",135,"0"
"Male",-12.7637,"1","28","1","< 1 Year","No","high","152",221,"0"
"Male",7.2363,"1","8","0","1-2 Year","No","high","26",164,"0"
"Male",-15.7637,"1","28","0","< 1 Year","No","low","152",241,"0"
"Female",8.2363,"1","17","0","1-2 Year","Yes","high","26",197,"0"
"Male",36.2363,"1","28","0","1-2 Year","No","medium","124",231,"0"
"Male",-17.7637,"1","46","0","< 1 Year","Yes","medium","152",253,"0"
"Male",13.2363,"1","38","0","1-2 Year","No","medium","26",188,"0"
"Male",-10.7637,"1","39","0","< 1 Year","Yes","high","156",222,"0"
"Female",-13.7637,"1","39","1","< 1 Year","No","medium","152",174,"0"
"Male",-5.7637,"1","47","0","< 1 Year","Yes","medium","152",286,"0"
"Female",15.2363,"1","28","0","1-2 Year","Yes","high","124",149,"1"
"Female",-13.7637,"1","10","0","< 1 Year","Yes","medium","152",56,"0"
"Male",-14.7637,"1","7","1","< 1 Year","No","low","160",63,"0"
"Male",4.2363,"1","8","0","1-2 Year","Yes","low","157",227,"0"
"Female",20.2363,"1","46","1","1-2 Year","No","medium","11",168,"0"
"Male",2.2363,"1","3","1","1-2 Year","No","low","152",193,"0"
"Female",-8.7637,"1","47","0","< 1 Year","No","medium","152",13,"0"
"Male",6.2363,"1","28","1","1-2 Year","No","high","26",254,"0"
"Male",5.2363,"1","28","0","1-2 Year","Yes","high","26",84,"0"
"Male",6.2363,"1","41","0","1-2 Year","Yes","low","154",151,"0"
"Male",35.2363,"1","28","0","1-2 Year","Yes","medium","26",213,"0"
"Male",5.2363,"1","28","0","1-2 Year","Yes","high","26",281,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","low","26",246,"1"
"Male",-14.7637,"1","28","0","< 1 Year","Yes","high","26",81,"0"
"Male",-17.7637,"1","47","1","< 1 Year","No","medium","160",122,"0"
"Male",-14.7637,"1","41","1","< 1 Year","No","high","152",279,"0"
"Male",25.2363,"1","41","0","1-2 Year","Yes","medium","124",242,"0"
"Female",-14.7637,"1","41","1","< 1 Year","Yes","medium","152",44,"0"
"Male",4.2363,"1","14","0","1-2 Year","Yes","high","124",75,"0"
"Female",-3.7637,"1","8","0","1-2 Year","Yes","high","124",161,"0"
"Male",1.2363,"1","36","1","1-2 Year","No","medium","124",37,"0"
"Male",7.2363,"1","1","1","1-2 Year","No","low","124",22,"0"
"Female",0.2363,"1","47","1","1-2 Year","No","medium","124",207,"0"
"Female",9.2363,"1","8","0","1-2 Year","Yes","high","26",230,"0"
"Male",-12.7637,"1","28","1","< 1 Year","No","high","152",37,"0"
"Male",8.2363,"1","46","0","1-2 Year","Yes","high","26",64,"0"
"Female",-16.7637,"1","41","1","< 1 Year","No","medium","152",56,"0"
"Female",-14.7637,"1","40","1","< 1 Year","No","high","26",284,"0"
"Male",14.2363,"1","28","1","1-2 Year","No","medium","23",161,"0"
"Male",28.2363,"1","37","1","1-2 Year","No","medium","128",271,"0"
"Male",-6.7637,"1","37","0","< 1 Year","Yes","low","156",180,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","low","124",136,"1"
"Female",3.2363,"1","28","0","1-2 Year","Yes","high","124",68,"1"
"Male",3.2363,"1","28","0","1-2 Year","Yes","high","26",112,"0"
"Female",26.2363,"1","8","1","1-2 Year","No","low","160",13,"0"
"Male",24.2363,"1","48","1","1-2 Year","No","low","124",210,"0"
"Female",-16.7637,"1","15","1","< 1 Year","No","medium","152",30,"0"
"Male",34.2363,"1","28","0","> 2 Years","Yes","medium","26",124,"0"
"Male",3.2363,"1","46","0","1-2 Year","Yes","low","124",241,"0"
"Male",-13.7637,"1","3","1","< 1 Year","No","high","152",201,"0"
"Female",-14.7637,"1","41","1","< 1 Year","No","medium","152",225,"0"
"Female",8.2363,"1","11","1","1-2 Year","No","high","26",158,"0"
"Male",-3.7637,"1","36","1","1-2 Year","No","medium","152",218,"0"
"Male",-0.7637,"1","30","0","1-2 Year","Yes","medium","152",69,"0"
"Female",27.2363,"1","29","1","1-2 Year","No","high","124",281,"0"
"Female",-2.7637,"1","18","0","1-2 Year","Yes","medium","154",258,"0"
"Male",-14.7637,"1","33","1","< 1 Year","No","medium","152",275,"0"
"Male",10.2363,"1","28","0","1-2 Year","Yes","medium","26",90,"0"
"Male",13.2363,"1","33","0","1-2 Year","Yes","medium","124",276,"1"
"Female",-10.7637,"1","35","1","< 1 Year","No","high","152",217,"0"
"Female",3.2363,"1","28","0","1-2 Year","Yes","high","26",158,"0"
"Male",38.2363,"1","28","0","1-2 Year","Yes","high","23",298,"0"
"Male",17.2363,"1","28","1","1-2 Year","No","high","26",174,"0"
"Female",31.2363,"1","28","0","> 2 Years","Yes","high","122",182,"0"
"Female",-16.7637,"1","46","0","< 1 Year","Yes","low","152",183,"0"
"Female",-5.7637,"1","15","1","< 1 Year","No","high","152",104,"0"
"Male",16.2363,"1","28","0","1-2 Year","Yes","medium","124",293,"0"
"Female",20.2363,"1","11","0","1-2 Year","Yes","low","156",283,"0"
"Male",17.2363,"1","8","1","1-2 Year","No","medium","124",193,"0"
"Female",-16.7637,"1","7","1","< 1 Year","No","medium","160",195,"0"
"Male",7.2363,"1","28","0","1-2 Year","Yes","high","26",33,"0"
"Male",-12.7637,"1","31","1","< 1 Year","Yes","low","160",77,"0"
"Male",-10.7637,"1","39","1","< 1 Year","No","low","152",286,"0"
"Female",8.2363,"1","28","0","1-2 Year","Yes","high","26",107,"1"
"Female",-12.7637,"1","8","1","< 1 Year","No","medium","152",37,"0"
"Male",-11.7637,"1","46","0","1-2 Year","Yes","low","157",92,"1"
"Male",2.2363,"1","28","0","1-2 Year","Yes","medium","124",137,"0"
"Female",11.2363,"1","28","1","1-2 Year","No","medium","122",227,"0"
"Female",21.2363,"1","29","1","1-2 Year","No","low","14",101,"0"
"Male",6.2363,"1","28","1","1-2 Year","No","high","26",255,"0"
"Female",-3.7637,"1","27","0","1-2 Year","Yes","medium","152",179,"0"
"Male",41.2363,"1","28","1","1-2 Year","No","high","26",219,"0"
"Female",3.2363,"1","28","0","1-2 Year","Yes","medium","26",203,"1"
"Female",8.2363,"1","28","0","1-2 Year","Yes","medium","124",105,"0"
"Male",2.2363,"1","45","1","1-2 Year","No","medium","26",206,"0"
"Female",-16.7637,"1","28","0","< 1 Year","Yes","medium","152",54,"0"
"Male",-15.7637,"1","39","1","< 1 Year","No","medium","152",51,"0"
"Male",-14.7637,"1","30","1","< 1 Year","No","medium","152",228,"0"
"Male",35.2363,"1","8","1","1-2 Year","No","low","26",265,"0"
"Female",11.2363,"1","37","1","1-2 Year","No","medium","26",196,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","low","124",99,"0"
"Male",5.2363,"1","34","0","1-2 Year","Yes","medium","124",103,"0"
"Male",-11.7637,"1","28","0","1-2 Year","Yes","high","26",158,"1"
"Female",21.2363,"1","10","0","1-2 Year","Yes","medium","26",261,"0"
"Male",8.2363,"1","13","0","1-2 Year","Yes","low","124",85,"0"
"Male",-15.7637,"1","29","1","< 1 Year","No","high","152",99,"0"
"Female",-14.7637,"1","18","1","< 1 Year","No","medium","152",117,"0"
"Female",19.2363,"1","8","0","1-2 Year","No","high","124",240,"0"
"Female",-15.7637,"1","46","1","< 1 Year","No","medium","152",196,"0"
"Male",31.2363,"1","41","0","1-2 Year","Yes","low","109",237,"0"
"Male",17.2363,"1","36","0","1-2 Year","Yes","medium","31",139,"0"
"Male",36.2363,"1","48","1","1-2 Year","No","low","124",262,"0"
"Male",-11.7637,"1","46","1","< 1 Year","No","medium","152",94,"0"
"Male",8.2363,"1","19","1","1-2 Year","No","low","122",67,"0"
"Male",8.2363,"1","20","0","1-2 Year","Yes","low","124",116,"0"
"Female",-18.7637,"1","3","1","< 1 Year","No","medium","160",169,"0"
"Female",-13.7637,"1","28","1","< 1 Year","No","high","152",240,"0"
"Male",36.2363,"1","8","0","1-2 Year","Yes","medium","124",79,"0"
"Male",17.2363,"1","3","1","1-2 Year","No","high","124",264,"0"
"Male",6.2363,"1","28","0","1-2 Year","Yes","high","26",250,"1"
"Female",33.2363,"1","28","1","1-2 Year","No","high","122",154,"0"
"Male",-17.7637,"1","8","0","< 1 Year","No","low","160",136,"0"
"Male",15.2363,"1","28","0","> 2 Years","Yes","medium","124",178,"0"
"Male",6.2363,"1","6","0","1-2 Year","Yes","medium","26",19,"0"
"Female",6.2363,"1","28","0","1-2 Year","Yes","high","26",40,"0"
"Male",17.2363,"1","36","1","1-2 Year","No","medium","26",225,"0"
"Female",-14.7637,"1","29","0","< 1 Year","Yes","medium","152",169,"0"
"Female",-15.7637,"1","46","1","< 1 Year","Yes","medium","152",165,"0"
"Male",7.2363,"1","28","0","> 2 Years","Yes","high","26",207,"0"
"Female",-12.7637,"1","28","1","< 1 Year","No","low","152",210,"0"
"Female",-11.7637,"1","8","1","< 1 Year","No","high","152",294,"0"
"Male",25.2363,"1","0","0","1-2 Year","Yes","low","7",205,"0"
"Male",-14.7637,"1","30","1","< 1 Year","No","low","152",226,"0"
"Female",-18.7637,"1","2","1","< 1 Year","Yes","low","154",249,"0"
"Male",11.2363,"1","28","0","1-2 Year","Yes","medium","26",77,"0"
"Male",-14.7637,"1","14","1","< 1 Year","No","low","152",249,"0"
"Male",-14.7637,"1","8","1","< 1 Year","No","medium","152",162,"0"
"Female",-12.7637,"1","28","0","< 1 Year","Yes","high","124",82,"0"
"Female",1.2363,"1","28","1","1-2 Year","No","low","122",117,"0"
"Female",-14.7637,"1","8","0","< 1 Year","Yes","high","152",40,"0"
"Male",0.2363,"1","28","0","1-2 Year","Yes","medium","124",38,"1"
"Female",-11.7637,"1","21","1","< 1 Year","No","medium","152",226,"0"
"Male",14.2363,"1","48","0","1-2 Year","Yes","low","26",187,"0"
"Female",20.2363,"1","28","0","1-2 Year","Yes","low","155",61,"0"
"Male",0.2363,"1","8","0","1-2 Year","Yes","high","26",54,"1"
"Male",-14.7637,"1","28","0","< 1 Year","Yes","high","152",119,"1"
"Male",-14.7637,"1","27","1","< 1 Year","No","medium","152",224,"0"
"Female",14.2363,"1","41","0","1-2 Year","Yes","high","124",188,"0"
"Female",-14.7637,"1","10","1","< 1 Year","No","medium","152",127,"0"
"Male",-13.7637,"1","16","0","< 1 Year","Yes","medium","152",24,"0"
"Female",-12.7637,"1","18","1","< 1 Year","No","medium","152",117,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","high","4",109,"1"
"Male",16.2363,"1","45","0","1-2 Year","Yes","medium","124",248,"1"
"Male",23.2363,"1","41","0","> 2 Years","Yes","medium","26",80,"1"
"Male",24.2363,"1","48","0","1-2 Year","Yes","low","124",56,"0"
"Female",-13.7637,"1","39","0","< 1 Year","Yes","low","156",152,"0"
"Male",38.2363,"1","3","1","1-2 Year","No","medium","26",218,"0"
"Female",-17.7637,"1","46","1","< 1 Year","No","medium","160",139,"0"
"Male",-12.7637,"1","11","1","< 1 Year","No","low","152",64,"0"
"Female",12.2363,"1","15","1","1-2 Year","No","medium","124",267,"0"
"Female",-17.7637,"1","2","0","< 1 Year","No","medium","160",168,"0"
"Male",21.2363,"1","4","1","1-2 Year","No","medium","26",102,"0"
"Male",-7.7637,"1","10","1","< 1 Year","No","low","152",254,"0"
"Male",7.2363,"1","46","0","1-2 Year","Yes","high","11",258,"0"
"Female",7.2363,"1","41","0","1-2 Year","Yes","low","26",49,"0"
"Male",28.2363,"1","28","0","1-2 Year","Yes","medium","26",42,"0"
"Female",-2.7637,"1","46","0","1-2 Year","Yes","low","156",88,"0"
"Female",4.2363,"1","18","0","1-2 Year","Yes","medium","19",23,"0"
"Female",15.2363,"1","28","0","1-2 Year","Yes","high","124",71,"0"
"Female",-15.7637,"1","10","1","< 1 Year","No","low","152",79,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","medium","124",220,"0"
"Male",2.2363,"1","8","0","1-2 Year","Yes","high","124",127,"0"
"Female",0.2363,"1","28","0","1-2 Year","No","medium","124",281,"0"
"Female",-13.7637,"1","18","1","< 1 Year","Yes","medium","152",291,"0"
"Male",-14.7637,"1","3","1","< 1 Year","No","medium","152",32,"0"
"Male",-18.7637,"1","36","0","< 1 Year","Yes","medium","160",264,"0"
"Male",1.2363,"1","28","1","1-2 Year","No","low","124",82,"0"
"Male",3.2363,"1","28","0","1-2 Year","Yes","medium","124",71,"0"
"Female",-5.7637,"1","8","1","< 1 Year","No","high","152",41,"0"
"Male",-2.7637,"1","48","0","1-2 Year","Yes","low","124",138,"0"
"Male",-2.7637,"1","46","0","1-2 Year","Yes","low","152",286,"1"
"Male",-14.7637,"1","30","0","< 1 Year","Yes","medium","152",54,"0"
"Female",-16.7637,"1","15","1","< 1 Year","No","medium","152",248,"0"
"Male",1.2363,"1","28","0","> 2 Years","Yes","medium","26",59,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","high","124",298,"0"
"Male",32.2363,"1","40","1","1-2 Year","No","high","26",189,"0"
"Male",-0.7637,"1","28","0","1-2 Year","Yes","high","124",263,"0"
"Female",-3.7637,"1","35","1","1-2 Year","No","high","124",197,"0"
"Male",-14.7637,"1","14","1","< 1 Year","No","low","152",191,"0"
"Male",-13.7637,"1","11","1","< 1 Year","No","medium","152",139,"0"
"Male",21.2363,"1","46","0","1-2 Year","Yes","medium","124",244,"0"
"Male",-14.7637,"1","11","1","< 1 Year","No","medium","152",97,"0"
"Female",29.2363,"1","46","1","1-2 Year","No","medium","11",76,"0"
"Female",-16.7637,"1","45","0","< 1 Year","Yes","medium","152",250,"0"
"Female",-13.7637,"1","28","1","< 1 Year","No","medium","152",295,"0"
"Male",15.2363,"1","28","0","1-2 Year","Yes","high","26",29,"0"
"Male",-2.7637,"1","28","0","1-2 Year","Yes","medium","26",261,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","medium","124",33,"1"
"Female",11.2363,"1","28","1","1-2 Year","No","high","26",28,"0"
"Male",-15.7637,"1","8","1","< 1 Year","No","medium","152",297,"0"
"Male",4.2363,"1","3","0","1-2 Year","Yes","medium","152",148,"0"
"Male",-3.7637,"1","3","0","1-2 Year","Yes","medium","124",285,"1"
"Male",13.2363,"1","0","0","1-2 Year","No","low","16",167,"0"
"Male",-15.7637,"1","47","1","< 1 Year","No","medium","26",225,"0"
"Male",-13.7637,"1","8","1","< 1 Year","No","high","152",97,"0"
"Male",16.2363,"1","8","0","1-2 Year","Yes","high","7",294,"0"
"Male",1.2363,"1","18","0","1-2 Year","Yes","medium","124",85,"0"
"Female",-1.7637,"1","11","0","1-2 Year","Yes","low","156",146,"0"
"Male",-16.7637,"1","47","0","< 1 Year","Yes","medium","152",177,"0"
"Male",33.2363,"0","28","0","1-2 Year","Yes","high","26",253,"0"
"Male",-13.7637,"1","7","1","< 1 Year","No","high","152",275,"0"
"Female",-1.7637,"1","47","0","1-2 Year","Yes","high","26",20,"1"
"Female",-15.7637,"1","6","0","< 1 Year","Yes","medium","152",234,"1"
"Male",-12.7637,"1","50","1","< 1 Year","No","high","152",109,"0"
"Male",40.2363,"1","41","0","1-2 Year","Yes","medium","124",234,"1"
"Female",-17.7637,"1","32","0","< 1 Year","Yes","low","152",76,"0"
"Female",-13.7637,"1","28","1","< 1 Year","No","high","152",47,"0"
"Female",8.2363,"1","28","0","> 2 Years","Yes","medium","124",31,"0"
"Female",-7.7637,"1","15","1","< 1 Year","No","medium","152",108,"0"
"Male",28.2363,"1","50","0","1-2 Year","Yes","high","8",279,"0"
"Male",-7.7637,"1","9","1","< 1 Year","No","medium","152",220,"0"
"Male",-3.7637,"1","8","0","1-2 Year","Yes","low","157",226,"1"
"Female",-12.7637,"1","34","1","< 1 Year","No","medium","152",49,"0"
"Female",-15.7637,"1","28","1","< 1 Year","No","medium","152",175,"0"
"Male",11.2363,"1","28","1","1-2 Year","No","medium","26",157,"0"
"Female",-18.7637,"1","11","0","< 1 Year","Yes","low","160",20,"0"
"Male",7.2363,"1","28","0","1-2 Year","Yes","medium","124",90,"1"
"Female",0.2363,"1","28","0","1-2 Year","No","high","26",141,"0"
"Female",4.2363,"1","28","0","1-2 Year","Yes","medium","26",67,"1"
"Male",19.2363,"1","28","0","1-2 Year","Yes","high","26",247,"0"
"Female",-18.7637,"1","26","1","< 1 Year","No","high","160",40,"0"
"Male",2.2363,"1","28","0","1-2 Year","Yes","high","26",84,"0"
"Male",-8.7637,"1","6","1","< 1 Year","No","medium","152",90,"0"
"Male",6.2363,"1","50","0","1-2 Year","Yes","medium","64",163,"1"
"Male",6.2363,"1","28","0","1-2 Year","No","medium","26",64,"0"
"Female",11.2363,"1","28","0","> 2 Years","Yes","medium","26",94,"0"
"Female",-17.7637,"1","36","1","< 1 Year","No","medium","160",164,"0"
"Female",-5.7637,"1","28","0","1-2 Year","Yes","medium","157",23,"0"
"Male",9.2363,"1","28","0","1-2 Year","Yes","medium","124",80,"0"
"Female",-3.7637,"1","11","0","1-2 Year","Yes","medium","26",211,"0"
"Female",-8.7637,"1","28","1","< 1 Year","No","high","152",272,"0"
"Male",-13.7637,"1","8","1","< 1 Year","No","high","152",134,"0"
"Male",34.2363,"1","28","1","1-2 Year","No","high","122",183,"0"
"Male",10.2363,"1","28","1","1-2 Year","No","medium","124",239,"0"
"Male",19.2363,"1","8","0","1-2 Year","Yes","low","152",104,"0"
"Female",-18.7637,"1","29","0","1-2 Year","Yes","low","156",19,"0"
"Male",8.2363,"1","15","0","1-2 Year","Yes","medium","124",31,"1"
"Female",4.2363,"1","8","0","1-2 Year","Yes","medium","122",56,"0"
"Female",2.2363,"1","28","0","1-2 Year","Yes","high","124",215,"0"
"Male",-16.7637,"1","46","0","< 1 Year","Yes","medium","152",95,"0"
"Female",-0.7637,"1","28","0","1-2 Year","Yes","low","124",285,"0"
"Female",-8.7637,"1","11","1","< 1 Year","No","low","152",17,"0"
"Female",-9.7637,"1","3","1","< 1 Year","No","medium","152",103,"0"
"Female",-12.7637,"1","46","1","< 1 Year","No","high","152",209,"0"
"Male",11.2363,"1","8","1","1-2 Year","No","high","124",23,"0"
"Female",34.2363,"1","8","0","1-2 Year","Yes","low","156",254,"0"
"Female",3.2363,"1","8","0","1-2 Year","Yes","high","26",296,"0"
"Male",2.2363,"1","5","1","1-2 Year","No","medium","124",103,"0"
"Female",0.2363,"1","6","0","1-2 Year","Yes","medium","124",41,"1"
"Male",-11.7637,"1","23","1","< 1 Year","No","medium","152",279,"0"
"Female",-10.7637,"1","10","0","< 1 Year","Yes","low","152",93,"0"
"Male",-14.7637,"1","28","1","< 1 Year","No","medium","152",128,"0"
"Male",-0.7637,"1","50","0","1-2 Year","Yes","medium","8",52,"1"
"Male",-9.7637,"1","8","1","< 1 Year","No","low","152",273,"0"
"Male",-15.7637,"1","41","1","< 1 Year","No","medium","152",18,"0"
"Male",-13.7637,"1","35","1","< 1 Year","No","medium","152",252,"0"
"Female",1.2363,"1","28","0","1-2 Year","Yes","low","26",252,"0"
"Female",7.2363,"1","28","0","1-2 Year","Yes","high","26",144,"1"
"Male",5.2363,"1","7","0","1-2 Year","Yes","low","157",45,"0"
"Male",-3.7637,"1","35","0","1-2 Year","Yes","low","124",54,"1"
"Male",30.2363,"1","28","0","1-2 Year","Yes","high","26",136,"1"
"Male",-11.7637,"1","28","1","< 1 Year","No","high","152",172,"0"
"Male",-4.7637,"1","17","0","1-2 Year","Yes","medium","124",32,"0"
"Male",1.2363,"1","28","0","1-2 Year","Yes","medium","124",149,"0"
"Female",-13.7637,"1","45","1","< 1 Year","No","high","152",168,"0"
"Male",-11.7637,"1","28","0","< 1 Year","Yes","medium","152",199,"0"
"Female",17.2363,"1","28","0","1-2 Year","Yes","high","26",134,"0"
"Female",3.2363,"1","22","1","1-2 Year","No","low","26",160,"0"
"Male",0.2363,"1","28","1","1-2 Year","No","medium","124",247,"0"
"Female",5.2363,"1","28","0","1-2 Year","Yes","high","124",226,"0"
"Female",-17.7637,"1","13","0","< 1 Year","Yes","medium","152",104,"0"
"Female",9.2363,"1","32","0","1-2 Year","Yes","medium","124",160,"0"
"Male",19.2363,"1","28","0","1-2 Year","Yes","high","124",259,"0"
"Female",0.2363,"1","30","0","1-2 Year","Yes","high","157",241,"1"
"Female",-16.7637,"1","36","0","< 1 Year","Yes","medium","160",86,"0"
"Male",26.2363,"1","31","0","1-2 Year","Yes","low","124",276,"0"
"Male",17.2363,"1","28","0","1-2 Year","Yes","medium","52",188,"0"
"Female",6.2363,"1","26","1","1-2 Year","No","medium","120",163,"0"
"Male",30.2363,"1","8","1","1-2 Year","No","medium","124",231,"0"
"Male",-14.7637,"1","50","1","< 1 Year","No","medium","152",101,"0"
"Female",-15.7637,"1","9","1","< 1 Year","No","medium","160",193,"0"
"Female",-14.7637,"1","39","1","< 1 Year","No","medium","152",95,"0"
"Male",-11.7637,"1","25","1","< 1 Year","Yes","medium","152",255,"1"
"Female",16.2363,"1","28","0","1-2 Year","Yes","low","122",200,"1"
"Male",2.2363,"1","28","0","1-2 Year","Yes","medium","124",75,"0"
"Male",-12.7637,"1","22","1","< 1 Year","No","medium","152",117,"0"
"Female",1.2363,"1","28","1","1-2 Year","No","high","26",82,"0"
"Female",-14.7637,"1","34","1","< 1 Year","No","medium","152",84,"0"
"Female",-17.7637,"1","30","0","< 1 Year","No","medium","160",56,"0"
"Male",0.2363,"1","46","1","1-2 Year","No","medium","154",254,"0"
"Male",-15.7637,"1","8","1","< 1 Year","No","medium","152",139,"0"
"Male",6.2363,"1","50","0","1-2 Year","Yes","medium","124",167,"0"
"Female",2.2363,"1","15","0","1-2 Year","Yes","low","26",249,"1"
"Male",-7.7637,"1","11","1","< 1 Year","No","low","152",273,"0"
"Female",-13.7637,"1","14","1","< 1 Year","No","medium","152",261,"0"
"Female",-13.7637,"1","3","1","< 1 Year","No","low","152",160,"0"
